Location,Latitude,Longitude,Rating,Description
"3 miles east of Hayward, CA 94542",37.6561165,-122.0326019,5,"Motion moderate, lasted 30 seconds. Faint earth noises heard. Small objects shifted. Ground: Rocky."
"Niles Road, 3 miles south of Hayward, CA 94541",37.5792564,-121.9890198,3,"Motion rapid, lasted 30 seconds. Loud earth noises heard. Ground: Soil, adobe, compact, level."
"26460 Regal Ave, Hayward, CA 94544",37.6406855,-122.0900368,3,"Motion slow, lasted 1 minute. Ground: Soil, compact, level."
"419 Fitch St, Healdsburg, CA 95448",38.6132406,-122.8675196,6,"Motion moderate, lasted few seconds. Direction E-W. Four-foot-long plaster crack in hallway. I was in the house (sitting) when I felt the shock. House shook quite plainly. I went to the door and asked my daughter if she had felt it outside. She said she didn't feel it. Ground: Compact, gentle slope."
"Healdsburg, CA 95448",38.6081693,-122.8700509,4,"Motion slow, lasted 10 seconds. Felt by many in community. Hanging objects swung. Ground: Level."
"511 Prince St, Healdsburg, CA 95448",38.6081693,-122.8700509,3,"Motion moderate, lasted about 1 minute. Moderate earth noises heard. Ground: Soil, level."
"Post Office, Hercules, CA 94547",38.00674,-122.259717,6,"Motion rapid. Moderate earth noises heard by many. Felt by many in post office; frightened many in community. House creaked. Trees, bushes shaken moderately. Small objects shifted; knickknacks fell. Ground: Soil, compact."
"Holy City, CA 95026",37.1599999,-121.98,5,"Motion slow. Direction E-W. Faint earth noises heard by few about 5 seconds before shock. Felt by all in home, by others outdoors (quiet); frightened few in community. Small objects shifted."
"Holy City, CA 95026",37.1599999,-121.98,4,"Motion trembling, gradual onset. Felt by many. Creaking of buildings and rattling of loose objects heard by many. Noticed by nearly everyone at school. Ground: Filled in."
"Imola, CA 94558",38.2783033,-122.2732282,5,"Motion slow, lasted 1 minute. Faint roaring earth noises heard by some. Felt by several (standing) on first floor of strongly built brick building; frightened few in community. Dishes rattled. Hanging objects swung N. Was in post office doing routine work. Platform of scale moved; blinds swayed N-S. Did not feel any vertical movement."
"Inverness, CA 94937",38.1010337,-122.8569377,5,"Motion rapid, lasted 10 seconds. Direction N. Felt by many in home, by others outdoors (quiet); frightened few. Windows rattled. Small objects shifted and over-turned. Ground: Compact."
"Post Office, Isleton, CA 95641",38.1618052,-121.6115432,6,"Strong jolt, lasted 1 minute. Direction NE. Felt by many in post office, by others outdoors (active); frightened many. Post office equipment swayed. Walls creaked. Ground: Soil, loose, level."
"Jenner, CA 95450",38.4497134,-123.1151969,7,"Shock reported quite severe at Jenner, near mouth of Russian River. Apparently felt by everyone, even those moving about. Seems to have been felt stronger on the northeasterly side of the San Andreas Fault. Lines swayed at Jenner and it was reported a tractor on blocks was almost dislodged."
"Post Office, Kenwood, CA 95452",38.4137198,-122.545828,6,"Motion rapid, lasted 1 second. Direction SE. Felt by and frightened many. Hanging objects swung. Small objects and furnishings shifted and overturned; knick-knacks fell. Ground: Soil, level."
"Lafayette, CA 94549",37.8929461,-122.1178261,5,"Motion rapid. Moderate earth noises heard by many. Felt by and frightened many in community. Windows, doors, and dishes rattled; house creaked. Hanging objects swung. Ground: Soil, level."
"1107 Orchard Rd, Lafayette, CA 94549",37.8981944,-122.1215235,6,"Motion rapid, lasted 30 seconds. Could not distinguish house noises from earth noises. Plaster cracked slightly. Damage none to slight. Ground: Soil, compact, steep."
"3309 Betty Lane, Lafayette, CA 94549",37.8646656,-122.1020836,2,"Motion rapid, lasted about 3 seconds. Moderate earth noises heard. Ground: Rocky soil, level."
"3350 O'Connor Dr, Lafayette, CA 94549",37.8870017,-122.1180714,2,"Motion slow, lasted 10 seconds. Ground: Compact, level."
"Lagunitas, CA 94938",38.0152314,-122.7237843,5,"Motion rapid, lasted 1 minute. Direction W-E. Felt by and frightened all in community. Doors rattled; house creaked. Hanging objects swung. It was a good hard shake, but I have heard of no reports of damage here. I found nothing even slightly displaced. Ground: Rocky soil, compact, level."
"Lagunitas, CA 94938",38.0152314,-122.7237843,6,"Motion rapid, up and down, lasted 1-2 minutes. Direction NE to E. Damage slight. Ground: Rocky, adobe, sloping and steep."
"33 Myrtle Ave, Larkspur, CA 94939",37.9358577,-122.5396559,5,"Motion rapid, increasing in intensity, lasted 10-12 seconds. Direction indoors NE-SW. Small objects and furnishings shifted. Ground: Clay; concrete slab and rock fill."
"11 Midway Rd, Larkspur, CA 94939",37.9353237,-122.5285792,5,"Motion rapid, lasted 20-30 seconds. Loud earth noises heard. Small objects shifted. Ground: Level, marshy, filled in."
"Greenbrae, Larkspur, CA 94904",37.9476326,-122.5252604,6,"Motion rapid, severe shaking for a matter of seconds, Loud rumbling earth noises heard. Seemed to be a twisting motion indoors. Did not go outdoors until severe part was over. Small objects shifted. Paint may have flaked slightly from old stucco cracks. Ground: Rocky soil, compact, sloping; some fill in one corner?"
"Larkspur, CA 94939",37.938818,-122.5344456,5,"Motion rapid, lasted 10-12 seconds. Shock felt or noticed in rear of 70-foot clear-span building. Concrete slab. Direction came from NW-SE. Motion increased then faded. Walls seemed to tip up. No damage to slab or walls. Ground: Clay."
"130 Acacia Ave, Larkspur, CA 94939",37.9328304,-122.5315942,4,"Motion rapid, increasing in intensity, lasted a few seconds. Direction SW. Loud earth noises heard. Ground: Rocky, sloping, steep."
"5 Cedar Ave, Larkspur, CA 94939",37.9379766,-122.5383438,4,"Was outdoors and felt no earth movement, but felt or sensed unusual air movement after loud noise,-thought it was a jet plane. Felt impelled to look NW. Small plaster crack noticed but may not be due to shock. Ground: Rocky soil, compact, sloping to steep."
"Arroyo Sanitarium, Livermore, CA 94551",37.6989708,-121.7398118,5,"Moderate earth noises heard by many. Felt by and frightened many in community. Windows, doors, and dishes rattled; house creaked slightly. Probably the sharpest I have felt here in over 38 years. However, it did not knock anything off the shelves as did some of those we had several years ago."
"Livermore, CA 94550",37.6818688,-121.7684732,6,"Motion slow, lasted about 50 seconds. Faint earth noises heard. Damage slight. Ground: Rocky, level."
"Veterans Hospital, Livermore, CA 94551",37.62552,-121.763119,4,"Motion rapid, lasted 5 seconds. Felt by several on second floor of brick building. Doors and hanging objects swung."
"Livermore, CA 94550",37.6818688,-121.7684732,4,"Motion slow, rolling, lasted about 30 seconds. Direction easterly. Ceiling lights swung. Ground: Soil, compact, level."
"Post Office, Livermore, CA 94550",37.6818688,-121.7684732,3,"Motion rapid, lasted 2 seconds. Felt by several (sitting) in strongly built concrete building. Hanging objects swung. Ground: Gravelly soil."
"235 Jensen St, 2 miles east of Livermore, CA 94550",37.6850246,-121.7552076,3,"Motion slow, undulating, lasted about 20 seconds. Direction E-W. Ground: Alternate sand-gravel-clay to at least 700 feet."
"central section, Lodi, CA 95240",38.1341477,-121.2722194,5,"Motion swaying, abrupt onset. Felt by many. Four-tube fluorescent light fixture, 4 feet long, mounted N-S, and hung from ceiling with two 30-inch semirigid rods, swung E-W through 2-inch arc. Pendulum clock, 18-inch pendulum, facing N-S stopped. Pendulum clock on E wall of S.P.R.R. depot, 18-inch pendulum swinging N-S, did not stop. Weight-activated clock at same location and mounted on N-S wall had its weight (on 20-inch chain) swung in a NE-SW direction through a 4-inch arc. Many noted nothing unusual; no alarm."
"west section, Lodi, CA 95242",38.1341477,-121.2722194,5,"Motion swaying, rolling, abrupt onset. Felt by many. Light fixtures moved or swayed slightly for several minutes. Pendulum clock on N-S wall stopped. A check of the area showed there was no damage. However, many persons felt the shock. Ground: Mokelumne River delta."
"Terminous Elementary School, Highway 12, Lodi, CA 95240",38.1154964,-121.2790199,6,"Motion rapid. Building swayed S. The student body was inside at the time and seated. The cook reported she was standing and almost fell. Noise sounded like two or three loud explosive-like sounds moving southward and becoming a rumble. Shock was not felt in my home at Stockton. Ground: Reclaimed peat land, level."
"81 Hawthorne Ave, Los Altos, CA 94022",37.3790931,-122.1124072,5,"Motion rapid, lasted about 3 minutes. Loud earth noises heard. Small objects shifted. Ground: Loose; orchard."
"Hilltop Dr, Los Altos Hills, CA 94022",37.3578228,-122.1105915,5,"Motion slow, lasted 30 seconds to 1 minute. Direction NNE. Moderate to loud earth noises heard. Small objects shifted. Ground: Soil, compact, sloping."
"143 W Portola Ave, Los Altos, CA 94022",37.3970603,-122.1172782,6,"Motion jerking, with slower aftershocks, brief. Direction N-S. Possible slight buckling of tar and gravel roof. Ground: Compact soil, sloping."
"409 La Renda Rd, Los Altos, CA 94022",37.3813639,-122.1142578,4,"Motion rapid. Chandelier swayed and fern boxes hanging from porch roof swayed. Ground: Soil, compact, level; stones throughout soil but water puddles before seeping into ground."
"Los Altos Elementary School District, Los Altos, CA 94022",37.3501965,-122.1405413,4,District Superintendent of Los Altos Elementary School District was seated on a concrete step in the basement of the school building and barely felt the shock. Distinctly felt in upper stories but barely felt if sitting on a good solid ground floor.
"116 Osage Ave, Los Altos, CA 94022",37.3802944,-122.1062131,4,"Motion slow, lasted few seconds. Television picture quite disturbed. Draperies moved slightly. Trees moved E-W. I live in a flat-top, beamed-ceiling house, with concrete floors, and I did not feel the shock. A neighbor, 75 feet away, living in a conventional-type house, said the motion shook furniture. Ground: Soil, loose, level."
"Los Altos, CA 94022",37.3886816,-122.1421218,4,"Motion fairly rapid, lasted 10 seconds. Direction NW. Felt by several in community. Hanging objects swung NW-SE. Ground: Soil, level."
"barber shop on Main Street, Los Altos, CA 94022",37.3787946,-122.1158339,3,"Motion slow, rolling, lasted 25 seconds. Direction NW. Ground: Adobe soil, level."
"217 Van Buren St, Los Altos, CA 94022",37.3954948,-122.1224747,3,"Motion slow, lasted 15 seconds. Direction indoors W-E. Very moderate earth noises heard. My husband was sitting and felt it; I was standing and did not feel it. Ground: Loose, level."
"668 Arboleda Dr, Los Altos, CA 94022",37.3726774,-122.097344,2,"Motion slow, lasted 10 seconds. Faint earth noises heard. Ground: Adobe soil."
"479 La Prenda Rd, Los Altos, CA 94022",37.3696898,-122.1025645,2,"Motion slow, lasted 10 seconds. Ground: Level; former orchard."
"Mare Island, CA 94592",38.0954755,-122.2724704,5,"Motion rapid. Loud earth noises from NE heard by many. Felt by many (some outdoors; active); frightened many in community. Windows and doors rattled; building creaked. Hanging objects swung NE. Ground: Rocky soil, level."
"Design Building, 3rd floor, Mare Island, CA 94592",38.0954755,-122.2724704,5,"Motion rapid, strong for 3-4 seconds, then some small vibrations. Direction N (the long axis of Mare Island). Moderate earth noises heard. Small objects shifted. This is a modern building. People to the north ran from wood structures. Ground: Soil, compact, sloping."
"Marshall, CA 94940",38.1632308,-122.8925483,5,"Motion rapid, lasted about 1 minute. Moderate earth noises heard. Felt by many in community (some outdoors; active); frightened few. Windows and doors rattled. Hanging objects swung. Trees, bushes shaken moderately. Ground: Filled in."
"Route 1, Box 250-B, Martinez, CA 94553",36.7545768,-121.7653053,5,"Motion rapid, lasted few seconds. Moderate earth noises heard. Small objects shifted. Ground: Soil, level."
"Contra Costa County Hospital, Martinez, CA 94553",38.0193657,-122.1341321,5,"Motion rapid, lasted about 4 minutes? Moderate earth noises heard. Damage slight. Ground: Soil, level."
"1 mile south of Courthouse, Martinez, CA 94553",38.0185123,-122.1329656,3,"Motion rapid, lasted about 1 minute. Ground: Soil, gentle slope; orchard."
"Milpitas, CA 95035",37.4323341,-121.8995741,5,"Motion rapid, lasted 5 seconds. Direction N. Faint earth noises heard. Felt by all in community; frightened many. Windows, doors, and dishes rattled; house creaked. Hanging objects swung. Trees, bushes shaken moderately. Ground: Soil, compact."
"Moffett Field Naval Air Station, Mountain View, CA 94035",37.4090755,-122.0507824,5,"Motion slow, jerky, lasted 10-15 seconds. Direction from NW. Faint rumbling earth noises heard. Small objects shifted. Ground: Soil, compact, level; tideland."
"west of Moffett Field hangar, Moffett Field, CA 94035",37.4090755,-122.0507824,4,"Motion slow. Two shakes, first mild, lasted 30 seconds; second, big shake, lasted possibly 1 minute. Direction E-W. A power mower running on lawn at the time and I thought the vibration (sitting in car with brakes on) was due to the mower until I saw a car move near me. Car I was in seemed to roll. Ground: Compact."
"Post Office, Moffett Field, CA 94035",37.4090755,-122.0507824,4,"Motion rapid, lasted 10 seconds. Felt by all (active) on first floor of strongly built wooden post office building; frightened few. Windows and doors rattled; frame creaked. Ground: Marshy."
"Montara, CA 94037",37.5409047,-122.5118148,5,"Motion rapid, seemed long duration. Moderate earth noises heard. Small objects shifted. Felt nine small shocks. Ground: Soil, compact, sloping."
"Moraga, CA 94556",37.8357202,-122.1178261,5,"Motion rapid. Felt by all on second floor of strongly built brick office building; frightened many in community. Windows, doors, and dishes rattled; building creaked. Hanging objects swung. Small objects and furnishings shifted."
"Moss Beach, CA 94038",37.5274401,-122.5133117,5,"Motion rapid, lasted about 20 seconds. Direction NW-SE. Earth noises from NW like a jet plane breaking sound barrier heard by many 2 seconds before shock. Felt by all and frightened many in community. Windows, doors, and dishes rattled; house creaked. More of a grinding vibration or crunching effect. Too short and rapid a vibration to swing things in this building, but where there was a swing of hanging objects the direction was NW-SE. Ground: Rocky, compact, level, sloping."
"Mountain View, CA 94040",37.3736599,-122.0871368,4,"Motion slow. Direction NE. Faint earth noises from NE heard by few. Felt by all in community; frightened few. Hanging objects swung NE. Ground: Compact, level."
"1056 Joaquin Rd, Mountain View, CA 94040",37.4187458,-122.080553,5,"Motion rapid, lasted 5 seconds. Direction N. Faint earth noises heard. Small objects shifted. Ground: Filled in."
"1157-A Villa St, Mountain View, CA 94040",37.3950843,-122.0830254,4,"Motion slow, lasted about 2 minutes. Direction N-S. Faint earth noises heard. Objects and windows rattled. Ground: Soil."
"926 Tulane Dr, Mountain View, CA 94040",37.3766669,-122.0898471,4,"Motion rapid, lasted few seconds. Entire house seemed to shake. Ground: Soil, compact, level."
"172 Hamilton Ave, Mountain View, CA 94040",37.406332,-122.1013736,3,"Motion rapid, jarring, lasted 30-45 seconds. Direction W-E. Loud earth noises heard. Ground: Soil, compact, level."
"1591 Dennis Lane, Mountain View, CA 94040",37.3848067,-122.0952944,2,"Motion rapid, jerking, very brief. Moderate earth noises heard. Ground: Soil, compact."
"Newark, CA 94560",37.5299765,-122.0383968,5,"Motion rapid. Moderate earth noises heard by many. Felt by and frightened many in community. Windows, doors, and dishes rattled; building creaked. Hanging objects swung. Trees, bushes shaken moderately. Ground: Soil."
"Nicasio, CA 94946",38.0617095,-122.6991484,5,"Motion rapid, lasted 3 seconds. Direction W-E. Loud earth noises from W heard by many before shock. Felt by and frightened many in community (some outdoors); awakened few. Dishes rattled; frame creaked. Hanging objects swung. Small objects shifted. Ground: Rocky, level."
"Oakley, CA 94561",37.9974219,-121.7124536,3,Lasted about 30 seconds. Felt by several in community. Small objects shifted.
"Occidental, CA 95465",38.4076501,-122.9477131,6,"Motion slow, lasted 6 seconds. Direction N. Small objects shifted. Dishes broke. Damage none to slight."
"Occidental, CA 95465",38.4076501,-122.9477131,4,"Motion rapid, rocking, lasted 2 seconds. Felt by many in community (some outdoors; active). Windows rattled. On the sidewalk people called to one another about the shock. I was moving around in the post office and did not feel it. Ground: Soil, compact, level."
"about 2 miles west of Occidental, CA 95465",38.4076501,-122.9477131,4,"Motion slow but heavy, lasted about 30 seconds. Direction N. Faint earth noises heard. Disturbed 3,500 chickens at ranch."
"Olema, CA 94950",38.0537449,-122.8013968,4,Loud earth noises heard. Felt by all. House creaked.
"88 Loma Vista Dr, Orinda, CA 94563",37.8835975,-122.1996436,5,"Motion rapid, jolting, lasted 5 seconds. Loud earth noises heard. Small objects shifted. Ground: Compact, sloping."
"70 La Cresta Rd, Orinda, CA 94563",37.8524118,-122.155509,5,"Motion rapid, lasted about 3 seconds. Direction mostly NE. Pictures shifted. Ground: Compact soil, level."
"11 Cascade Lane, Orinda, CA 94563",37.8907969,-122.1828551,4,"Motion slow and slight, lasted 1/2 second. Direction indoors N. Bird cage swung N-S. Ground: Soil, adobe, sloping."
"120 Brookside Rd, Orinda, CA 94563",37.8643592,-122.1757122,4,"Motion rapid, lasted 30 seconds. Direction N. Faint earth noises heard. Cups on hooks swung. Ground: Level; along creek bed."
"Orinda, CA 94563",37.8912529,-122.1859572,4,"Motion rapid, lasted 2 minutes. Direction E. Moderate earth noises from E heard by observer 2 seconds before shock. Windows, doors, and dishes rattled. Ground: Soil."
"333 Glorietta Blvd, Orinda, CA 94563",37.8772397,-122.1597478,4,"Motion rapid, lasted 30 seconds. Vibration like that from passing truck. Dishes rattled. Ground: Soil, compact, sloping."
"61 Van Ripper Lane, Orinda, CA 94563",37.9096408,-122.1822437,4,"Motion slow, lasted several seconds. Ground: Compact, sloping."
"Oakland Branch Post Office, Parks Air Force Base, Dublin, CA 94568",37.7154026,-121.9086906,6,"Motion rapid, lasted 30 seconds. Moderate earth noises heard by many 2 seconds before shock. Felt by many at Base; frightened few. Windows and doors rattled; house creaked. Walls cracked (plaster?). Personnel in this office were at lunch when the shock hit. Everyone was calm. The table and chairs seemed to rock and vibrate for a good 20-30 seconds after the shock. The building creaked and stretched. No apparent real damage to building. Ground: Soil, level."
"Penngrove, CA 94951",38.29975,-122.6664251,5,"Motion rapid, lasted 10 seconds. Direction NE. Moderate earth noises from NE heard by many 2 seconds before shock. Felt by many (some outdoors; quiet) and frightened many in community. Windows and dishes rattled; frame creaked. Hanging objects swung NE. Trees, bushes shaken slightly. Some small objects shifted. Felt by all in buildings; many outdoors did not feel it. Ground: Level, compact."
"Petaluma, CA 94952",38.232417,-122.6366524,6,Press described the shock as the heaviest felt in many years. Children were evacuated from schools and hundreds of people left homes and office buildings. Large window-pane in front of the Chamber of Commerce office quivered like jelly.
"Petaluma, CA 94952",38.232417,-122.6366524,5,"Motion rapid, lasted 15 seconds. Direction N. Moderate earth noises heard. Felt by many in community (some outdoors); frightened few. Windows, doors, and dishes rattled; walls creaked. Hanging objects swung. Small objects shifted. Ground: Compact."
"821 Madison St, Petaluma, CA 94952",38.2448117,-122.6346796,5,"Motion rapid, lasted 30 seconds to 1 minute. Direction W-E. Loud earth noises heard. Small objects and furnishings shifted. Ground: Soil, adobe, level, compact."
"101 Burlington Dr, Petaluma, CA 94952",38.247509,-122.6315649,6,"Motion very rapid, lasted less than 1 minute. Moderate earth noises heard. Small objects shifted and broke. Ground: Adobe soil, level."
"east section, Petaluma, CA 94952",38.2304805,-122.636726,5,"Motion rapid, lasted about 2-3 seconds. Direction NE. Loud earth noises heard. Our old house rocked like a cradle. My husband and I ran outdoors, as did all our neighbors. Ground: Level; farmland."
"51 Rayman St, Petaluma, CA 94954",38.232417,-122.6366524,3,"Motion rapid, lasted 1 minute. Direction NW-SE. Moderate earth noises heard. Ground: Steep; on hill."
"520 Cleveland, Petaluma, CA 94952",38.2319278,-122.6631857,5,"Motion rapid, lasted less than a minute. Loud earth noises heard. Ground: Compact, level."
"Pleasant Hill, CA 94523",37.9448915,-122.0723816,5,"Motion slow, lasted 3-5 seconds. Direction N. Felt by all in community; frightened few. Windows rattled. Hanging objects swung N. Ground: Soil, compact, level."
"112 Hubbard Ave, Pleasant Hill, CA 94523",37.9404473,-122.074221,4,"Motion moderate, lasted 30-60 seconds. Direction N-S. Loud earth noises heard. Mirrors, etc., shifted. Ground: Soil, compact."
"125 Byron Dr, Pleasant Hill, CA 94523",37.9372101,-122.0778474,5,"Motion rolling, rocking, E-W, as if house on wheels. Lightweight small objects shifted. House creaks more. Ground: Soil, adobe, sloping."
"47 Arelda Dr, Pleasant Hill, CA 94523",37.9448915,-122.0723816,3,"Motion rapid, lasted about 3 seconds. Direction E-W. Faint earth noises heard. Ground: Soil, compact, level."
"1012 Pleasant Valley Dr, Pleasant Hill, CA 94523",37.9366268,-122.0626378,3,"Motion rapid, lasted 10 seconds. Direction SW. I was standing outside on cement driveway. Heard loud noise, but felt no motion. Ground: Soil, compact, level."
"Redwood Estates, CA 95044",37.1582811,-121.9864638,5,"Motion rapid. Direction NE. Faint earth noises heard by few. Felt by all in community. Windows, doors, and dishes rattled; house creaked. Hanging objects swung NE. Trees, bushes shaken slightly. Small objects shifted. Just quick shake. No damage in this area to the best of my knowledge. Ground: Rocky soil, compact, level, steep."
"Rio Nido, CA 95471",38.5212786,-122.9816867,6,"Motion rapid, momentary duration. Felt by (some outdoors) and frightened many in community. Windows rattled; everything shook. Glass chimes rocked. As if giant hands took the house and shook it. My husband was in the basement washing the car and he didn't feel a thing. I felt it upstairs. Ground: Compact, sloping."
"Rio Vista, CA 94571",38.1557502,-121.6913439,6,"Motion rapid. Direction E. Moderate earth noises from E heard by many before shock. Felt by many (some outdoors); awakened and frightened one. Windows rattled; walls creaked. Trees, bushes shaken moderately. Hanging objects swung. Plaster cracked. Ground: Soil, sloping."
"Rio Vista, CA 94571",38.1557502,-121.6913439,4,"Motion rapid, lasted several seconds. Felt by many; frightened few. One person reported she thought trailer house was being rocked by jet planes until she heard occupants of other trailers calling excitedly. Only shock of series felt by persons questioned."
"Saint Helena, CA 94574",38.5052429,-122.4703868,6,"Press reported students were evacuated from the stone Saint Helena High School. Students on the fire escape noticed it swung considerably. Light fixtures swung crazily, and at the Star newspaper office the large front windows moved in and out but did not break. Door chimes swung back and forth, causing some to ring. Pendulum clock stopped. Buildings creaked. Shock accompanied by sounds resembling a high wind."
"Saint Helena, CA 94574",38.5052429,-122.4703868,5,"Motion rapid, momentary duration. Direction N. Faint earth noises from S heard by few. Felt by practically everyone in community (some outdoors; active); frightened few in community. Windows rattled; walls creaked. Trees, bushes shaken slightly. This shock was felt quite strongly here. In the post office, a solidly built concrete building (built 1940), the windows rattled, typewriter shook visibly, and most everyone complained of experiencing a sinking feeling. Perhaps strongest shock felt since 1906. Ground: Soil, level."
"1604 Madrona Ave, Saint Helena, CA 94574",38.5036275,-122.4760468,6,"Motion rapid, momentary duration. Faint earth noises heard. I stood at the stove starting lunch. Suddenly I was shaken back and forth E-W, then thrown forward against the stove. Frying pan and coffee pot on stove jumped up and down. Not felt by neighbors working in gardens."
"east section, Saint Helena, CA 94574",38.5052429,-122.4703868,4,"Motion trembling, N-S, gradual onset. Felt by many. Creaking of building and rattling of loose objects heard by several. I was just observing the thermometers in the shelter when the shock started. The shelter shook and trembled for several seconds. Ground: Sandy."
"1417 Kearny St, Saint Helena, CA 94574",38.5036733,-122.47249,4,"Motion rapid, lasted less than 15 seconds. Definite south to north push. Everything loose rattled. Moderate earth noises heard. Ground: Level, compact, filled in."
"San Martin, CA 95046",37.0964953,-121.57125,5,"Motion rapid, lasted few seconds. Direction N-S. Loud earth noises from NE-SW heard by many before shock. Felt by many in community. Windows and doors rattled; walls creaked. Hanging objects swung. Small objects shifted. Ground: Soil."
"622 Enright Ave, Santa Clara, CA 95050",37.339097,-121.95866,5,"Motion rapid, lasted 20 seconds. Faint earth noises heard. Small objects shifted. Ground: Soil, compact, level."
"Santa Cruz, CA 95060",36.9741275,-122.028807,5,"Motion rapid. Felt by all; frightened many. Windows, doors, and dishes rattled; house creaked."
"168 Plateau Ave, Santa Cruz, CA 95060",36.9565038,-122.0367579,5,"Motion slow, lasted 20 seconds. Direction NE. Faint earth noises heard. Small objects shifted. Ground: Soil, compact, level."
"Scotts Valley, CA 95066",37.048345,-122.0168296,5,"Motion rapid, lasted few seconds. Faint earth noises heard. Small objects shifted. A vase of flowers (trillium) on a bookcase vibrated strongly, and the flowers wilted. Ground: Soil, loose, sloping."
"1 block from ocean, Santa Cruz, CA 95060",36.9831077,-122.0225856,4,"Two shocks, lasted about 15 seconds each. Sharp, bobbing motion, similar to driving over cobblestones, felt by observer in car. Direction N-S. Objects rattled. Ground: Rocky soil, compact, level."
"Post Office, Santa Cruz, CA 95060",36.9873432,-122.0338704,4,"Motion rapid, lasted 30 seconds. Felt by many on second floor of strongly built wooden post office building; frightened few in community. Windows, doors, and dishes rattled. Ground: Rocky, level."
"central section, Santa Cruz, CA 95060",36.9741275,-122.028807,3,"Motion trembling, rapid onset. Felt by several; by observer (standing) on first floor of well-constructed reinforced-concrete building. One shock felt."
"downtown, Santa Cruz, CA 95060",36.9726947,-122.0254525,3,"Motion rapid, then slow, lasted more than a minute. Ground: Soil, level."
"Santa Cruz, CA 95060",36.9741275,-122.028807,2,"Motion slow, lasted 5 seconds. Felt by observer (sitting) in home. Ground: Compact, sloping."
"west side, Santa Cruz, CA 95060",36.9741275,-122.028807,2,"Motion rapid, lasted 2-3 seconds. Ground: Rocky, level."
"Santa Cruz, CA 95060",36.9741275,-122.028807,2,Very mild shock.
"San Quentin, CA 94964",37.94018,-122.4877642,5,"Motion slow, lasted 1 minute. Direction SE. Loud earth noises from SE heard. Felt by and frightened many. Windows rattled. Ground: Compact, level."
"Saratoga, CA 95070",37.2638319,-122.023004,6,"Motion jerking, lasted 4 seconds. Direction W. Loud earth noises heard. Damage very slight to brick and masonry."
"Saratoga, CA 95070",37.2638319,-122.023004,5,Motion rapid. Felt by several (active) on first floor of strongly built brick building; frightened few. Hanging objects swung.
"Sebastopol, CA 95472",38.4021359,-122.8238806,5,"Motion rapid. Moderate earth noises heard. Felt by many (some outdoors; quiet); frightened few. Windows and doors rattled; frame creaked. Hanging objects swung E-W. Trees, bushes shaken strongly. Steel columns appeared to move E-W. Ground: Compact, level."
"Sebastopol, CA 95472",38.4021359,-122.8238806,5,"Press reported the shock was severe, but no damage was reported."
"151 Bodega Ave, Sebastopol, CA 95472",38.398204,-122.834092,2,"Motion moderate, lasted about 30 seconds. Faint earth noises heard. Ground: Soil, level."
"253 Florence Ave, Sebastopol, CA 95472",38.4027417,-122.8290099,2,"Motion slow, lasted 45 seconds. Moderate earth noises heard. Ground: Soil, level."
"Selby, CA 94806",37.9759027,-122.3447611,4,"Faint earth noises heard by many. Felt by all in community; frightened few. Windows rattled; building creaked. Hanging objects swung. Trees, bushes shaken moderately. Ground: Compact, level."
"4 miles east of Stewarts Point, CA 95480",38.6518704,-123.3993995,6,"Motion rapid. Faint earth noises heard. Felt by many (some outdoors); frightened few. Windows, doors, and dishes rattled; house creaked. Hanging objects swung. Trees, bushes shaken strongly. Small objects shifted. Knocked down a high pole and logging equipment rigging. Damage slight. Ground: Compact."
"Stinson Beach, CA 94970",37.9004816,-122.6444263,6,"Motion rapid. Direction SE. Felt by all in community; frightened many (all in home). Windows, doors, and dishes rattled strongly; house creaked very strongly. Hanging objects swung for 15 minutes or more after the heavy shaking. Ground: Rocky soil, loose, compact, level, sloping and steep."
"Suisun City, CA 94585",38.2382474,-122.040244,5,"Lasted 15 seconds. Felt by all and frightened few in community. Windows, doors, and dishes rattled; building creaked. Hanging objects swung E. Pendulum clock facing E stopped. Shock severe, but no damage in this community. Ground: Soil, marshy, filled in."
"Grizzly Island, Suisun City, CA 94585",38.243531,-122.0258439,4,"Motion slow, lasted 30 seconds. Direction N. Pictures shifted. Ground: Level, filled in."
"Tomales, CA 94971",38.246307,-122.9055518,3,"Motion slow, slight, lasted 3-4 seconds. Direction N. Faint earth noises heard by few. Felt by many. Windows rattled; house creaked. Hanging objects swung N. Few small objects overturned."
"1400 East St, Tracy, CA 95376",37.743758,-121.4209331,6,"Motion slow, lasted over 1 minute. Direction indoors W-E. Very slight rattling of piled dishes. Finished cracking (cracked about 5 years ago) concrete aggregate wall surrounding garden. Small vertical cracks have appeared in central section of house walls on east and west sides of house. No inside plaster cracks. One-story house of concrete aggregate bricks, with heavy foundation and steel rod reinforcing. I have had difficulty with settlement in long central portion of house due to drying of adobe beneath house."
"Tracy, CA 95376",37.7345254,-121.43419,4,"Motion slow. Felt by many in community (some outdoors); frightened few. House creaked. Hanging objects swung. Ground: Soil, compact, level."
"242 W Lowell Ave, Tracy, CA 95376",37.7476146,-121.4287272,3,"Motion moderate, lasted about 5 seconds. Direction indoors N-S. Felt by observer on second floor of 2-story cinder-block building."
"Valley Ford, CA 94972",38.3178763,-122.9240202,5,"Motion rapid, lasted 30 seconds. Moderate earth noises heard by many. Felt by many in store; frightened many. Windows and doors rattled. Hanging objects swung. Ground: Compact."
